FIPS,year,value
17183,2020-01-07,1915
17185,2020-01-07,1716
17187,2020-01-07,1576
17189,2020-01-07,1519
17191,2020-01-07,902
17193,2020-01-07,474
17195,2020-01-07,794
17197,2020-01-07,1150
17199,2020-01-07,1075
17201,2020-01-07,911
17203,2020-01-07,1862
18001,2020-01-07,350
18003,2020-01-07,1571
18005,2020-01-07,720
18007,2020-01-07,1251
18009,2020-01-07,350
18011,2020-01-07,133
18013,2020-01-07,986
18015,2020-01-07,1786
18017,2020-01-07,348
18019,2020-01-07,1510
18021,2020-01-07,1187
18023,2020-01-07,417
18025,2020-01-07,1801
18027,2020-01-07,1433
18029,2020-01-07,378
18031,2020-01-07,454
18033,2020-01-07,1934
18035,2020-01-07,1354
18037,2020-01-07,1144
18039,2020-01-07,678
18041,2020-01-07,701
18043,2020-01-07,144
18045,2020-01-07,739
18047,2020-01-07,792
18049,2020-01-07,763
18051,2020-01-07,478
18053,2020-01-07,40
18055,2020-01-07,1212
18057,2020-01-07,1249
18059,2020-01-07,1062
18061,2020-01-07,287
18063,2020-01-07,1827
18065,2020-01-07,1289
18067,2020-01-07,1518
18069,2020-01-07,1868
18071,2020-01-07,850
18073,2020-01-07,1575
18075,2020-01-07,978
18077,2020-01-07,887
18079,2020-01-07,1345
18081,2020-01-07,802
18083,2020-01-07,1796
18085,2020-01-07,1091
18087,2020-01-07,379
18089,2020-01-07,1118
18091,2020-01-07,188
18093,2020-01-07,825
18095,2020-01-07,864
18097,2020-01-07,846
18099,2020-01-07,239
18101,2020-01-07,1446
18103,2020-01-07,1501
18105,2020-01-07,1179
18107,2020-01-07,889
18109,2020-01-07,913
18111,2020-01-07,131
18113,2020-01-07,1339
18115,2020-01-07,1118
18117,2020-01-07,1579
18119,2020-01-07,1910
18121,2020-01-07,1509
18123,2020-01-07,831
18125,2020-01-07,1273
18127,2020-01-07,805
18129,2020-01-07,290
18131,2020-01-07,565
18133,2020-01-07,542
18135,2020-01-07,333
18137,2020-01-07,924
18139,2020-01-07,475
18141,2020-01-07,1783
18143,2020-01-07,1231
18145,2020-01-07,492
18147,2020-01-07,1436
18149,2020-01-07,701
18151,2020-01-07,1306
18153,2020-01-07,194
18155,2020-01-07,1265
18157,2020-01-07,378
18159,2020-01-07,541
18161,2020-01-07,616
18163,2020-01-07,1337
18165,2020-01-07,1252
18167,2020-01-07,1320
18169,2020-01-07,1564
18171,2020-01-07,1267
18173,2020-01-07,1003
18175,2020-01-07,1237
18177,2020-01-07,946
18179,2020-01-07,1677
18181,2020-01-07,994
18183,2020-01-07,397
19001,2020-01-07,1347
19003,2020-01-07,1216
19005,2020-01-07,1145
19007,2020-01-07,527
19009,2020-01-07,1541
19011,2020-01-07,1327
19013,2020-01-07,665
19015,2020-01-07,632
19017,2020-01-07,1042
19019,2020-01-07,105
19021,2020-01-07,384
19023,2020-01-07,907
19025,2020-01-07,1391
19027,2020-01-07,723
19029,2020-01-07,1693
19031,2020-01-07,819
19033,2020-01-07,890
19035,2020-01-07,685
19037,2020-01-07,215
19039,2020-01-07,1144
19041,2020-01-07,1298
19043,2020-01-07,1654
19045,2020-01-07,1705
19047,2020-01-07,487
19049,2020-01-07,1147
19051,2020-01-07,1170
19053,2020-01-07,2035
19055,2020-01-07,482
19057,2020-01-07,81
19059,2020-01-07,451
19061,2020-01-07,337
19063,2020-01-07,531
19065,2020-01-07,483
19067,2020-01-07,1810
19069,2020-01-07,1506
19071,2020-01-07,1556
19073,2020-01-07,1111
19075,2020-01-07,279
19077,2020-01-07,1767
19079,2020-01-07,173
19081,2020-01-07,1054
19083,2020-01-07,1192
19085,2020-01-07,375
19087,2020-01-07,522
19089,2020-01-07,359
19091,2020-01-07,1203
19093,2020-01-07,1262
19095,2020-01-07,466
19097,2020-01-07,1006
19099,2020-01-07,990
19101,2020-01-07,904
19103,2020-01-07,1961
19105,2020-01-07,1782
19107,2020-01-07,1038
19109,2020-01-07,451
19111,2020-01-07,1539
19113,2020-01-07,1859
19115,2020-01-07,1749
19117,2020-01-07,1678
19119,2020-01-07,910
19121,2020-01-07,1036
19123,2020-01-07,957
19125,2020-01-07,1080
19127,2020-01-07,1283
19129,2020-01-07,263
19131,2020-01-07,1134
19133,2020-01-07,795
19135,2020-01-07,1458
19137,2020-01-07,1848
19139,2020-01-07,426
19141,2020-01-07,1624
19143,2020-01-07,1231
19145,2020-01-07,121
19147,2020-01-07,1503
19149,2020-01-07,1556
19151,2020-01-07,1442
19153,2020-01-07,151
19155,2020-01-07,903
19157,2020-01-07,1676
19159,2020-01-07,720
19161,2020-01-07,136
19163,2020-01-07,1439
19165,2020-01-07,533
19167,2020-01-07,795
19169,2020-01-07,212
19171,2020-01-07,2026
19173,2020-01-07,1149
19175,2020-01-07,1351
19177,2020-01-07,1129
19179,2020-01-07,835
19181,2020-01-07,7
19183,2020-01-07,830
19185,2020-01-07,25
19187,2020-01-07,1318
19189,2020-01-07,1945
19191,2020-01-07,1858
19193,2020-01-07,999
19195,2020-01-07,1278
19197,2020-01-07,1805
20001,2020-01-07,1350
20003,2020-01-07,1451
20005,2020-01-07,1692
20007,2020-01-07,843
20009,2020-01-07,1946
20011,2020-01-07,339
20013,2020-01-07,345
20015,2020-01-07,1940
20017,2020-01-07,1866
20019,2020-01-07,440
20021,2020-01-07,294
20023,2020-01-07,1101
20025,2020-01-07,1039
20027,2020-01-07,959
20029,2020-01-07,1491
20031,2020-01-07,1655
20033,2020-01-07,1772
20035,2020-01-07,295
20037,2020-01-07,954
20039,2020-01-07,914
20041,2020-01-07,124
20043,2020-01-07,572
20045,2020-01-07,24
20047,2020-01-07,41
20049,2020-01-07,1016
20051,2020-01-07,892
20053,2020-01-07,1825
20055,2020-01-07,352
20057,2020-01-07,2044
20059,2020-01-07,931
20061,2020-01-07,1087
20063,2020-01-07,1644
20065,2020-01-07,990
20067,2020-01-07,2018
20069,2020-01-07,905
20071,2020-01-07,213
20073,2020-01-07,1207
20075,2020-01-07,1963
20077,2020-01-07,1569
20079,2020-01-07,561
20081,2020-01-07,1473
20083,2020-01-07,91
20085,2020-01-07,1754
20087,2020-01-07,659
20089,2020-01-07,1193
20091,2020-01-07,1190
20093,2020-01-07,1589
20095,2020-01-07,26
20097,2020-01-07,1126
20099,2020-01-07,1387
20101,2020-01-07,636
20103,2020-01-07,1691
20105,2020-01-07,357
20107,2020-01-07,1098
20109,2020-01-07,104
20111,2020-01-07,2046
20113,2020-01-07,1954
20115,2020-01-07,879
20117,2020-01-07,1733
20119,2020-01-07,1060
20121,2020-01-07,165
20123,2020-01-07,979
20125,2020-01-07,307
20127,2020-01-07,1498
20129,2020-01-07,1696
20131,2020-01-07,1542
20133,2020-01-07,192
20135,2020-01-07,1196
20137,2020-01-07,91
20139,2020-01-07,2013
20141,2020-01-07,1982
20143,2020-01-07,393
20145,2020-01-07,1234
20147,2020-01-07,69
20149,2020-01-07,1800
20151,2020-01-07,878
20153,2020-01-07,30
20155,2020-01-07,517
20157,2020-01-07,1727
20159,2020-01-07,804
20161,2020-01-07,1866
20163,2020-01-07,1952
20165,2020-01-07,289
20167,2020-01-07,863
20169,2020-01-07,105
20171,2020-01-07,1061
20173,2020-01-07,598
20175,2020-01-07,1068
20177,2020-01-07,627
20179,2020-01-07,1971
20181,2020-01-07,843
20183,2020-01-07,1966
20185,2020-01-07,1622
20187,2020-01-07,1994
20189,2020-01-07,1136
20191,2020-01-07,276
20193,2020-01-07,806
20195,2020-01-07,1897
20197,2020-01-07,2017
20199,2020-01-07,546
20201,2020-01-07,820
20203,2020-01-07,1977
20205,2020-01-07,904
20207,2020-01-07,2011
20209,2020-01-07,514
21001,2020-01-07,1372
21003,2020-01-07,38
21005,2020-01-07,1575
21007,2020-01-07,919
21009,2020-01-07,1108
21011,2020-01-07,601
21013,2020-01-07,620
21015,2020-01-07,960
21017,2020-01-07,1570
21019,2020-01-07,572
21021,2020-01-07,393
21023,2020-01-07,1713
21025,2020-01-07,1019
21027,2020-01-07,1268
21029,2020-01-07,1381
21031,2020-01-07,485
21033,2020-01-07,964
21035,2020-01-07,1014
21037,2020-01-07,114
21039,2020-01-07,1338
21041,2020-01-07,1877
21043,2020-01-07,1085
21045,2020-01-07,220
21047,2020-01-07,432
21049,2020-01-07,9
21051,2020-01-07,1079
21053,2020-01-07,204
21055,2020-01-07,594
21057,2020-01-07,595
21059,2020-01-07,32
21061,2020-01-07,1963
21063,2020-01-07,92
21065,2020-01-07,1730
21067,2020-01-07,297
21069,2020-01-07,1255
21071,2020-01-07,881
21073,2020-01-07,1556
21075,2020-01-07,1138
21077,2020-01-07,775
21079,2020-01-07,1369
21081,2020-01-07,1395
21083,2020-01-07,1211
21085,2020-01-07,1374
21087,2020-01-07,303
21089,2020-01-07,463
21091,2020-01-07,1407
21093,2020-01-07,1641
21095,2020-01-07,1698
21097,2020-01-07,2014
21099,2020-01-07,38
21101,2020-01-07,622
21103,2020-01-07,21
21105,2020-01-07,618
21107,2020-01-07,644
21109,2020-01-07,1642
21111,2020-01-07,1234
21113,2020-01-07,143
21115,2020-01-07,516
21117,2020-01-07,1286
21119,2020-01-07,1547
21121,2020-01-07,1493
21123,2020-01-07,1196
21125,2020-01-07,808
21127,2020-01-07,247
21129,2020-01-07,858
21131,2020-01-07,1682
21133,2020-01-07,1019
21135,2020-01-07,1911
21137,2020-01-07,1481
21139,2020-01-07,1770
21141,2020-01-07,227
21143,2020-01-07,1087
21145,2020-01-07,1773
21147,2020-01-07,1777
21149,2020-01-07,1810
21151,2020-01-07,1830
21153,2020-01-07,1570
21155,2020-01-07,1367
21157,2020-01-07,1131
21159,2020-01-07,1768
21161,2020-01-07,1398
21163,2020-01-07,1377
21165,2020-01-07,1195
21167,2020-01-07,1094
21169,2020-01-07,1159
21171,2020-01-07,1681
21173,2020-01-07,729
21175,2020-01-07,668
21177,2020-01-07,422
21179,2020-01-07,1058
21181,2020-01-07,775
21183,2020-01-07,1691
21185,2020-01-07,1569
21187,2020-01-07,1581
21189,2020-01-07,364
21191,2020-01-07,438
21193,2020-01-07,215
21195,2020-01-07,441
21197,2020-01-07,139
21199,2020-01-07,283
21201,2020-01-07,1703
21203,2020-01-07,704
21205,2020-01-07,558
21207,2020-01-07,612
21209,2020-01-07,903
21211,2020-01-07,1979
21213,2020-01-07,1866
21215,2020-01-07,733
21217,2020-01-07,1928
21219,2020-01-07,1189
21221,2020-01-07,277
21223,2020-01-07,617
21225,2020-01-07,1258
21227,2020-01-07,679
21229,2020-01-07,1418
21231,2020-01-07,1229
21233,2020-01-07,1418
21235,2020-01-07,675
21237,2020-01-07,1050
21239,2020-01-07,1762
22001,2020-01-07,1755
22003,2020-01-07,233
22005,2020-01-07,754
22007,2020-01-07,191
22009,2020-01-07,4
22011,2020-01-07,146
22013,2020-01-07,116
22015,2020-01-07,560
22017,2020-01-07,403
22019,2020-01-07,346
22021,2020-01-07,160
22023,2020-01-07,1782
22025,2020-01-07,1671
22027,2020-01-07,1722
22029,2020-01-07,66
22031,2020-01-07,1265
22033,2020-01-07,649
22035,2020-01-07,792
22037,2020-01-07,1121
22039,2020-01-07,840
22041,2020-01-07,430
22043,2020-01-07,1462
22045,2020-01-07,53
22047,2020-01-07,1346
22049,2020-01-07,1096
22051,2020-01-07,1311
22053,2020-01-07,1366
22055,2020-01-07,1592
22057,2020-01-07,1610
22059,2020-01-07,539
22061,2020-01-07,1446
22063,2020-01-07,48
22065,2020-01-07,1546
22067,2020-01-07,1487
22069,2020-01-07,1482
22071,2020-01-07,1832
22073,2020-01-07,911
22075,2020-01-07,2031
22077,2020-01-07,1426
22079,2020-01-07,1701
22081,2020-01-07,1042
22083,2020-01-07,836
22085,2020-01-07,874
22087,2020-01-07,1486
22089,2020-01-07,1218
22091,2020-01-07,652
22093,2020-01-07,227
22095,2020-01-07,347
22097,2020-01-07,214
22099,2020-01-07,668
22101,2020-01-07,505
22103,2020-01-07,1926
22105,2020-01-07,1936
22107,2020-01-07,242
22109,2020-01-07,1262
22111,2020-01-07,1279
22113,2020-01-07,68
22115,2020-01-07,1726
22117,2020-01-07,301
22119,2020-01-07,1895
22121,2020-01-07,1626
22123,2020-01-07,218
22125,2020-01-07,1353
22127,2020-01-07,1693
23001,2020-01-07,2023
23003,2020-01-07,1422
23005,2020-01-07,123
23007,2020-01-07,1600
23009,2020-01-07,722
23011,2020-01-07,162
23013,2020-01-07,410
23015,2020-01-07,795
23017,2020-01-07,1318
23019,2020-01-07,1434
23021,2020-01-07,677
23023,2020-01-07,1300
23025,2020-01-07,551
23027,2020-01-07,479
23029,2020-01-07,303
23031,2020-01-07,59
24001,2020-01-07,1497
24003,2020-01-07,1767
24005,2020-01-07,806
24009,2020-01-07,1281
24011,2020-01-07,1106
24013,2020-01-07,1798
24015,2020-01-07,634
24017,2020-01-07,142
24019,2020-01-07,1453
24021,2020-01-07,150
24023,2020-01-07,1396
24025,2020-01-07,1695
24027,2020-01-07,1575
24029,2020-01-07,645
24031,2020-01-07,211
24033,2020-01-07,1998
24035,2020-01-07,866
24037,2020-01-07,156
24039,2020-01-07,1102
24041,2020-01-07,797
24043,2020-01-07,1351
24045,2020-01-07,1733
24047,2020-01-07,1024
24510,2020-01-07,1343
25001,2020-01-07,506
25003,2020-01-07,497
25005,2020-01-07,989
25007,2020-01-07,611
25009,2020-01-07,801
25011,2020-01-07,358
25013,2020-01-07,197
25015,2020-01-07,1611
25017,2020-01-07,1194
25019,2020-01-07,1608
25021,2020-01-07,1358
25023,2020-01-07,542
25025,2020-01-07,1346
25027,2020-01-07,976
26001,2020-01-07,284
26003,2020-01-07,1519
26005,2020-01-07,911
26007,2020-01-07,1977
26009,2020-01-07,1903
26011,2020-01-07,1026
26013,2020-01-07,828
26015,2020-01-07,598
26017,2020-01-07,736
26019,2020-01-07,1055
26021,2020-01-07,716
26023,2020-01-07,1681
26025,2020-01-07,481
26027,2020-01-07,1349
26029,2020-01-07,1182
26031,2020-01-07,417
26033,2020-01-07,1362
26035,2020-01-07,115
26037,2020-01-07,999
26039,2020-01-07,233
26041,2020-01-07,175
26043,2020-01-07,659
26045,2020-01-07,1393
26047,2020-01-07,1750
26049,2020-01-07,703
26051,2020-01-07,1191
26053,2020-01-07,1064
26055,2020-01-07,1075
26057,2020-01-07,562
26059,2020-01-07,2038
26061,2020-01-07,1238
26063,2020-01-07,1318
26065,2020-01-07,1310
26067,2020-01-07,1745
26069,2020-01-07,2043
26071,2020-01-07,1106
26073,2020-01-07,1359
26075,2020-01-07,303
26077,2020-01-07,132
26079,2020-01-07,1150
26081,2020-01-07,238
26083,2020-01-07,1366
26085,2020-01-07,1835
26087,2020-01-07,32
26089,2020-01-07,1591
26091,2020-01-07,468
26093,2020-01-07,1775
26095,2020-01-07,1978
26097,2020-01-07,1834
26099,2020-01-07,431
26101,2020-01-07,1822
26103,2020-01-07,427
26105,2020-01-07,505
26107,2020-01-07,1612
26109,2020-01-07,1205
26111,2020-01-07,325
26113,2020-01-07,822
26115,2020-01-07,879
26117,2020-01-07,1749
26119,2020-01-07,329
26121,2020-01-07,954
26123,2020-01-07,880
26125,2020-01-07,1575
26127,2020-01-07,432
26129,2020-01-07,1380
26131,2020-01-07,291
26133,2020-01-07,773
26135,2020-01-07,1390
26137,2020-01-07,49
26139,2020-01-07,1949
26141,2020-01-07,1286
26143,2020-01-07,2013
26145,2020-01-07,1396
26147,2020-01-07,237
26149,2020-01-07,793
26151,2020-01-07,1558
26153,2020-01-07,1741
26155,2020-01-07,1782
26157,2020-01-07,1753
26159,2020-01-07,774
26161,2020-01-07,1266
26163,2020-01-07,479
26165,2020-01-07,1061
27001,2020-01-07,1951
27003,2020-01-07,1646
27005,2020-01-07,1174
27007,2020-01-07,245
27009,2020-01-07,1495
27011,2020-01-07,1613
27013,2020-01-07,865
27015,2020-01-07,83
27017,2020-01-07,1489
27019,2020-01-07,1002
27021,2020-01-07,40
27023,2020-01-07,1700
27025,2020-01-07,1944
27027,2020-01-07,97
27029,2020-01-07,994
27031,2020-01-07,2017
27033,2020-01-07,730
27035,2020-01-07,1559
27037,2020-01-07,172
27039,2020-01-07,872
27041,2020-01-07,1767
27043,2020-01-07,1890
27045,2020-01-07,649
27047,2020-01-07,1668
27049,2020-01-07,1922
27051,2020-01-07,638
27053,2020-01-07,1079
27055,2020-01-07,1240
27057,2020-01-07,1603
27059,2020-01-07,1791
27061,2020-01-07,1050
27063,2020-01-07,83
27065,2020-01-07,608
27067,2020-01-07,347
27069,2020-01-07,1017
27071,2020-01-07,1727
27073,2020-01-07,1622
27075,2020-01-07,679
27077,2020-01-07,1416
27079,2020-01-07,1397
27081,2020-01-07,1563
27083,2020-01-07,124
27085,2020-01-07,59
27087,2020-01-07,1935
27089,2020-01-07,85
27091,2020-01-07,916
27093,2020-01-07,574
27095,2020-01-07,1580
27097,2020-01-07,1931
27099,2020-01-07,624
27101,2020-01-07,1180
27103,2020-01-07,402
27105,2020-01-07,31
27107,2020-01-07,1350
27109,2020-01-07,1479
27111,2020-01-07,570
27113,2020-01-07,1851
27115,2020-01-07,47
27117,2020-01-07,978
27119,2020-01-07,1416
27121,2020-01-07,402
27123,2020-01-07,1057
27125,2020-01-07,1795
27127,2020-01-07,1714
27129,2020-01-07,904
27131,2020-01-07,283
27133,2020-01-07,1917
27135,2020-01-07,1165
27137,2020-01-07,951
27139,2020-01-07,462
27141,2020-01-07,1040
27143,2020-01-07,610
27145,2020-01-07,1363
27147,2020-01-07,1672
27149,2020-01-07,377
27151,2020-01-07,2039
27153,2020-01-07,816
27155,2020-01-07,1404
27157,2020-01-07,563
27159,2020-01-07,1322
27161,2020-01-07,1214
27163,2020-01-07,1464
27165,2020-01-07,1265
27167,2020-01-07,786
27169,2020-01-07,2024
27171,2020-01-07,1163
27173,2020-01-07,640
28001,2020-01-07,1674
28003,2020-01-07,1926
28005,2020-01-07,1326
28007,2020-01-07,1506
28009,2020-01-07,1639
28011,2020-01-07,963
28013,2020-01-07,835
28015,2020-01-07,1913
28017,2020-01-07,203
28019,2020-01-07,655
28021,2020-01-07,178
28023,2020-01-07,825
28025,2020-01-07,330
28027,2020-01-07,146
28029,2020-01-07,122
28031,2020-01-07,1522
28033,2020-01-07,1907
28035,2020-01-07,1042
28037,2020-01-07,438
28039,2020-01-07,1540
28041,2020-01-07,1032
28043,2020-01-07,1935
28045,2020-01-07,2034
28047,2020-01-07,1312
28049,2020-01-07,670
28051,2020-01-07,1199
28053,2020-01-07,897
28055,2020-01-07,1722
28057,2020-01-07,1239
28059,2020-01-07,437
28061,2020-01-07,830
28063,2020-01-07,615
28065,2020-01-07,142
28067,2020-01-07,118
28069,2020-01-07,1881
28071,2020-01-07,800
28073,2020-01-07,2020
28075,2020-01-07,1168
28077,2020-01-07,1623
28079,2020-01-07,1010
28081,2020-01-07,271
28083,2020-01-07,469
28085,2020-01-07,1626
28087,2020-01-07,1257
28089,2020-01-07,516
28091,2020-01-07,1395
28093,2020-01-07,953
28095,2020-01-07,174
28097,2020-01-07,1603
28099,2020-01-07,1022
28101,2020-01-07,512
28103,2020-01-07,1968
28105,2020-01-07,1443
28107,2020-01-07,996
28109,2020-01-07,1870
28111,2020-01-07,1182
28113,2020-01-07,1598
28115,2020-01-07,425
28117,2020-01-07,150
28119,2020-01-07,1240
28121,2020-01-07,1944
28123,2020-01-07,309
28125,2020-01-07,536
28127,2020-01-07,1396
28129,2020-01-07,607
28131,2020-01-07,1871
28133,2020-01-07,810
28135,2020-01-07,163
28137,2020-01-07,663
28139,2020-01-07,1359
28141,2020-01-07,172
28143,2020-01-07,1145
28145,2020-01-07,791
28147,2020-01-07,1951
28149,2020-01-07,1153
28151,2020-01-07,647
28153,2020-01-07,176
28155,2020-01-07,1808
28157,2020-01-07,1734
28159,2020-01-07,671
28161,2020-01-07,1342
28163,2020-01-07,1422
29001,2020-01-07,548
29003,2020-01-07,1233
29005,2020-01-07,1241
29007,2020-01-07,1844
29009,2020-01-07,1127
29011,2020-01-07,145
29013,2020-01-07,946
29015,2020-01-07,11
29017,2020-01-07,588
29019,2020-01-07,7
29021,2020-01-07,1644
29023,2020-01-07,1464
29025,2020-01-07,974
29027,2020-01-07,1420
29029,2020-01-07,32
29031,2020-01-07,2016
29033,2020-01-07,1564
29035,2020-01-07,1588
29037,2020-01-07,18
29039,2020-01-07,1926
29041,2020-01-07,447
29043,2020-01-07,784
29045,2020-01-07,409
29047,2020-01-07,1604
29049,2020-01-07,1138
29051,2020-01-07,77
29053,2020-01-07,739
29055,2020-01-07,1498
29057,2020-01-07,1559
29059,2020-01-07,1024
29061,2020-01-07,1027
29063,2020-01-07,1477
29065,2020-01-07,947
29067,2020-01-07,71
29069,2020-01-07,1569
29071,2020-01-07,904
29073,2020-01-07,255
29075,2020-01-07,1203
29077,2020-01-07,355
29079,2020-01-07,437
29081,2020-01-07,318
29083,2020-01-07,256
29085,2020-01-07,1012
29087,2020-01-07,871
29089,2020-01-07,1983
29091,2020-01-07,1594
29093,2020-01-07,98
29095,2020-01-07,1782
29097,2020-01-07,1830
29099,2020-01-07,1728
29101,2020-01-07,951
29103,2020-01-07,1856
29105,2020-01-07,285
29107,2020-01-07,1334
29109,2020-01-07,1370
29111,2020-01-07,1583
29113,2020-01-07,1738
29115,2020-01-07,660
29117,2020-01-07,1589
29119,2020-01-07,331
29121,2020-01-07,313
29123,2020-01-07,369
29125,2020-01-07,220
29127,2020-01-07,1009
29129,2020-01-07,1199
29131,2020-01-07,446
29133,2020-01-07,1338
29135,2020-01-07,1220
29137,2020-01-07,1198
29139,2020-01-07,1336
29141,2020-01-07,367
29143,2020-01-07,1720
29145,2020-01-07,1030
29147,2020-01-07,154
29149,2020-01-07,1638
29151,2020-01-07,2003
29153,2020-01-07,2003
29155,2020-01-07,988
29157,2020-01-07,1535
29159,2020-01-07,645
29161,2020-01-07,19
29163,2020-01-07,821
29165,2020-01-07,1264
29167,2020-01-07,1673
29169,2020-01-07,559
29171,2020-01-07,1375
29173,2020-01-07,291
29175,2020-01-07,1905
29177,2020-01-07,2017
29179,2020-01-07,383
29181,2020-01-07,1145
29183,2020-01-07,1463
29185,2020-01-07,1434
29186,2020-01-07,1491
29187,2020-01-07,1928
29189,2020-01-07,1820
29195,2020-01-07,254
29197,2020-01-07,1662
29199,2020-01-07,55
29201,2020-01-07,1729
29203,2020-01-07,461
29205,2020-01-07,51
29207,2020-01-07,1489
29209,2020-01-07,42
29211,2020-01-07,1654
29213,2020-01-07,336
29215,2020-01-07,938
29217,2020-01-07,1732
29219,2020-01-07,1908
29221,2020-01-07,875
29223,2020-01-07,2021
29225,2020-01-07,936
29227,2020-01-07,982
29229,2020-01-07,1648
29510,2020-01-07,1582
30001,2020-01-07,764
30003,2020-01-07,1729
30005,2020-01-07,316
30007,2020-01-07,738
30009,2020-01-07,1638
30011,2020-01-07,842
30013,2020-01-07,99
30015,2020-01-07,511
30017,2020-01-07,667
30019,2020-01-07,956
30021,2020-01-07,1755
30023,2020-01-07,551
30025,2020-01-07,1370
30027,2020-01-07,1300
30029,2020-01-07,1159
30031,2020-01-07,1211
30033,2020-01-07,1050
30035,2020-01-07,1075
30037,2020-01-07,33
30039,2020-01-07,2037
30041,2020-01-07,658
30043,2020-01-07,1792
30045,2020-01-07,1551
30047,2020-01-07,1605
30049,2020-01-07,2026
30051,2020-01-07,1889
30053,2020-01-07,362
30055,2020-01-07,454
30057,2020-01-07,1654
30059,2020-01-07,1264
30061,2020-01-07,1283
30063,2020-01-07,1015
30065,2020-01-07,1530
30067,2020-01-07,289
30069,2020-01-07,330
30071,2020-01-07,457
30073,2020-01-07,15
30075,2020-01-07,1062
30077,2020-01-07,821
30079,2020-01-07,1503
30081,2020-01-07,1394
30083,2020-01-07,1828
30085,2020-01-07,1582
30087,2020-01-07,1180
30089,2020-01-07,1337
30091,2020-01-07,219
30093,2020-01-07,550
30095,2020-01-07,887
30097,2020-01-07,1632
30099,2020-01-07,1370
30101,2020-01-07,61
30103,2020-01-07,937
30105,2020-01-07,1280
30107,2020-01-07,1219
30109,2020-01-07,1959
30111,2020-01-07,1387
31001,2020-01-07,195
31003,2020-01-07,566
31005,2020-01-07,1832
31007,2020-01-07,1014
31009,2020-01-07,1186
31011,2020-01-07,1078
31013,2020-01-07,1114
31015,2020-01-07,802
31017,2020-01-07,698
31019,2020-01-07,66
31021,2020-01-07,526
31023,2020-01-07,1756
31025,2020-01-07,686
31027,2020-01-07,1598
31029,2020-01-07,444
31031,2020-01-07,1083
31033,2020-01-07,111
31035,2020-01-07,495
31037,2020-01-07,1717
31039,2020-01-07,713
31041,2020-01-07,815
31043,2020-01-07,1353
31045,2020-01-07,1593
31047,2020-01-07,1856
31049,2020-01-07,9
31051,2020-01-07,592
31053,2020-01-07,1897
31055,2020-01-07,1638
31057,2020-01-07,1185
31059,2020-01-07,1004
31061,2020-01-07,1454
31063,2020-01-07,194
31065,2020-01-07,1225
31067,2020-01-07,670
31069,2020-01-07,336
31071,2020-01-07,1073
31073,2020-01-07,471
31075,2020-01-07,1458
31077,2020-01-07,482
31079,2020-01-07,391
31081,2020-01-07,1182
31083,2020-01-07,1598
31085,2020-01-07,1433
31087,2020-01-07,635
31089,2020-01-07,1105
31091,2020-01-07,777
31093,2020-01-07,950
31095,2020-01-07,1631
31097,2020-01-07,678
31099,2020-01-07,1469
31101,2020-01-07,171
31103,2020-01-07,1432
31105,2020-01-07,1849
31107,2020-01-07,1091
31109,2020-01-07,1745
31111,2020-01-07,226
31113,2020-01-07,1678
31115,2020-01-07,742
31117,2020-01-07,761
31119,2020-01-07,846
31121,2020-01-07,980
31123,2020-01-07,313
31125,2020-01-07,1791
31127,2020-01-07,1068
31129,2020-01-07,98
31131,2020-01-07,850
31133,2020-01-07,751
31135,2020-01-07,368
31137,2020-01-07,452
31139,2020-01-07,442
31141,2020-01-07,1860
31143,2020-01-07,1553
31145,2020-01-07,1210
31147,2020-01-07,1465
31149,2020-01-07,1049
31151,2020-01-07,242
31153,2020-01-07,1846
31155,2020-01-07,1751
31157,2020-01-07,944
31159,2020-01-07,900
31161,2020-01-07,1481
31163,2020-01-07,1353
31165,2020-01-07,137
31167,2020-01-07,1177
31169,2020-01-07,1732
31171,2020-01-07,1505
31173,2020-01-07,1096
31175,2020-01-07,157
31177,2020-01-07,226
31179,2020-01-07,531
31181,2020-01-07,1877
31183,2020-01-07,482
31185,2020-01-07,1610
32001,2020-01-07,424
32003,2020-01-07,1446
32005,2020-01-07,1610
32007,2020-01-07,175
32009,2020-01-07,869
32011,2020-01-07,522
32013,2020-01-07,607
32015,2020-01-07,747
32017,2020-01-07,189
32019,2020-01-07,1968
32021,2020-01-07,81
32023,2020-01-07,950
32027,2020-01-07,47
32029,2020-01-07,1065
32031,2020-01-07,104
32033,2020-01-07,1252
32510,2020-01-07,568
33001,2020-01-07,2022
33003,2020-01-07,1906
33005,2020-01-07,497
33007,2020-01-07,1899
33009,2020-01-07,1612
33011,2020-01-07,1131
33013,2020-01-07,7
33015,2020-01-07,651
33017,2020-01-07,1204
33019,2020-01-07,1774
34001,2020-01-07,1900
34003,2020-01-07,596
34005,2020-01-07,1862
34007,2020-01-07,1346
34009,2020-01-07,223
34011,2020-01-07,1948
34013,2020-01-07,105
34015,2020-01-07,1241
34017,2020-01-07,809
34019,2020-01-07,1523
34021,2020-01-07,324
34023,2020-01-07,1221
34025,2020-01-07,1661
34027,2020-01-07,1127
34029,2020-01-07,1951
34031,2020-01-07,1882
34033,2020-01-07,1660
34035,2020-01-07,1415
34037,2020-01-07,191
34039,2020-01-07,110
34041,2020-01-07,70
35001,2020-01-07,1757
35003,2020-01-07,332
35005,2020-01-07,1265
35006,2020-01-07,1305
35007,2020-01-07,776
35009,2020-01-07,36
35011,2020-01-07,10
